customer_id,tenure,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_calls,number_of_logins,usage_hours,churn
CUST-03963,47,943.61,44676.04,Month-to-Month,DSL,Credit Card,0,34.0,82.6,0
CUST-03964,27,539.95,14723.52,Month-to-Month,No,Mailed Check,2,50.0,144.8,0
CUST-03965,14,800.37,11642.03,Month-to-Month,DSL,Mailed Check,6,32.0,104.0,1
CUST-03966,62,1069.78,66693.53,One Year,DSL,Mailed Check,1,40.0,170.5,0
CUST-03967,57,524.57,30116.64,One Year,Fiber Optic,Electronic Check,10,45.0,6.9,0
CUST-03968,17,962.38,16539.47,Two Year,Fiber Optic,Mailed Check,4,43.0,64.6,1
CUST-03969,43,1158.57,50226.45,Month-to-Month,No,Electronic Check,3,8.0,119.5,1
CUST-03970,45,1079.62,48961.43,Month-to-Month,DSL,Mailed Check,9,44.0,131.8,0
CUST-03971,34,661.37,22686.08,Month-to-Month,DSL,Electronic Check,1,39.0,100.5,0
CUST-03972,67,846.49,56885.52,One Year,Fiber Optic,Mailed Check,2,,79.8,0
CUST-03973,9,1192.59,10752.75,Month-to-Month,No,Bank Transfer,4,11.0,14.3,1
CUST-03974,18,811.59,14649.47,Two Year,DSL,Credit Card,0,23.0,139.2,1
CUST-03975,6,403.52,2448.08,Month-to-Month,Fiber Optic,Credit Card,7,46.0,180.7,0
CUST-03976,50,340.89,,One Year,DSL,Bank Transfer,8,46.0,161.8,0
CUST-03977,47,1011.28,47606.6,One Year,Fiber Optic,Bank Transfer,3,5.0,140.2,1
CUST-03978,72,681.27,49480.01,Month-to-Month,DSL,Credit Card,9,21.0,126.8,0
CUST-03979,39,522.13,20762.15,One Year,No,Bank Transfer,0,30.0,154.4,0
CUST-03980,10,612.9,6551.79,Month-to-Month,DSL,Electronic Check,5,4.0,155.3,1
CUST-03981,32,981.64,31724.38,One Year,Fiber Optic,Credit Card,8,12.0,1.4,1
CUST-03982,6,718.72,4624.35,One Year,Fiber Optic,Bank Transfer,4,30.0,71.6,0
CUST-03983,48,1081.65,51981.17,One Year,DSL,Bank Transfer,10,33.0,173.6,0
CUST-03984,49,961.43,47459.55,Month-to-Month,DSL,Electronic Check,4,5.0,170.2,1
CUST-03985,62,1176.61,73089.83,Two Year,Fiber Optic,Mailed Check,10,21.0,142.0,0
CUST-03986,24,1099.65,26651.23,Two Year,Fiber Optic,Mailed Check,7,33.0,61.8,0
CUST-03987,22,529.09,12117.34,One Year,Fiber Optic,Credit Card,2,,159.6,0
CUST-03988,5,893.15,4901.06,Two Year,Fiber Optic,Mailed Check,9,50.0,46.3,0
CUST-03989,30,318.49,,Month-to-Month,DSL,Mailed Check,0,15.0,44.8,0
CUST-03990,34,1192.0,40896.33,Month-to-Month,No,Bank Transfer,2,34.0,107.1,1
CUST-03991,55,534.91,29472.1,Month-to-Month,DSL,Electronic Check,8,28.0,114.3,0
CUST-03992,55,898.32,49420.97,Month-to-Month,Fiber Optic,Bank Transfer,9,10.0,70.3,1
CUST-03993,10,1064.24,,Month-to-Month,No,Electronic Check,4,25.0,120.8,1
CUST-03994,20,444.42,8973.52,One Year,No,Electronic Check,7,7.0,141.8,0
CUST-03995,37,1063.09,39681.8,Month-to-Month,DSL,Mailed Check,7,6.0,36.0,1
CUST-03996,24,311.02,7646.13,Month-to-Month,DSL,Electronic Check,8,18.0,57.7,1
CUST-03997,1,697.78,705.75,One Year,Fiber Optic,Electronic Check,9,13.0,140.0,1
CUST-03998,61,724.83,44708.64,One Year,DSL,Mailed Check,0,7.0,185.5,0
CUST-03999,53,636.68,34010.73,Two Year,Fiber Optic,Bank Transfer,2,2.0,176.9,0
CUST-04000,37,827.75,30823.69,Month-to-Month,Fiber Optic,Electronic Check,10,29.0,25.9,0
CUST-04001,23,1123.36,26096.7,One Year,DSL,Mailed Check,5,0.0,113.9,1
CUST-04002,61,594.29,36511.68,Month-to-Month,Fiber Optic,Bank Transfer,5,39.0,160.0,0
CUST-04003,2,821.33,1877.78,Month-to-Month,Fiber Optic,Credit Card,4,3.0,47.5,1
CUST-04004,32,1089.72,35177.51,One Year,Fiber Optic,Bank Transfer,3,33.0,128.6,0
CUST-04005,58,995.7,58193.41,Month-to-Month,DSL,Bank Transfer,2,7.0,85.5,0
CUST-04006,69,336.66,23380.4,One Year,DSL,Credit Card,4,31.0,132.5,0
CUST-04007,18,1148.51,20916.66,Month-to-Month,DSL,Electronic Check,0,7.0,6.4,1
CUST-04008,47,341.98,16074.88,Month-to-Month,Fiber Optic,Credit Card,3,22.0,62.6,1
CUST-04009,13,829.88,11218.35,Month-to-Month,Fiber Optic,Mailed Check,10,33.0,61.5,1
CUST-04010,8,817.82,6695.51,Month-to-Month,No,Mailed Check,1,8.0,83.7,1
CUST-04011,25,1007.75,25329.4,Month-to-Month,No,Bank Transfer,8,6.0,22.9,1
CUST-04012,64,433.6,28249.17,Month-to-Month,Fiber Optic,Credit Card,0,32.0,87.3,0
CUST-04013,50,461.43,23363.7,Month-to-Month,No,Credit Card,8,32.0,108.3,0
CUST-04014,35,976.9,34253.02,One Year,DSL,Credit Card,2,21.0,5.3,1
CUST-04015,20,434.55,8823.76,Month-to-Month,Fiber Optic,Mailed Check,7,6.0,60.2,1
CUST-04016,10,722.5,7401.61,One Year,Fiber Optic,Electronic Check,5,15.0,35.5,0
CUST-04017,19,958.48,18704.15,One Year,Fiber Optic,Electronic Check,8,11.0,194.4,0
CUST-04018,11,886.12,9962.63,Month-to-Month,Fiber Optic,Credit Card,7,33.0,26.0,1
CUST-04019,13,489.54,6479.09,Month-to-Month,DSL,Electronic Check,6,15.0,125.5,1
CUST-04020,50,573.56,28962.87,One Year,No,Mailed Check,8,19.0,80.4,0
CUST-04021,9,1172.08,10751.1,Two Year,No,Mailed Check,10,13.0,57.5,1
CUST-04022,3,703.8,2138.88,Month-to-Month,No,Bank Transfer,6,8.0,170.8,1
CUST-04023,39,340.01,13690.85,One Year,Fiber Optic,Mailed Check,1,41.0,132.8,0
CUST-04024,20,497.63,9960.44,Month-to-Month,No,Bank Transfer,1,24.0,124.1,0
CUST-04025,33,608.19,20519.51,Month-to-Month,Fiber Optic,Bank Transfer,6,29.0,18.7,1
CUST-04026,10,1199.54,12391.33,Month-to-Month,Fiber Optic,Credit Card,4,14.0,51.8,1
CUST-04027,15,572.42,8624.21,Month-to-Month,Fiber Optic,Electronic Check,6,4.0,55.3,1
CUST-04028,32,323.76,10722.13,Month-to-Month,Fiber Optic,Credit Card,7,37.0,86.9,0
CUST-04029,50,761.63,38466.97,Month-to-Month,Fiber Optic,Bank Transfer,2,36.0,,0
CUST-04030,30,375.24,11558.35,Month-to-Month,Fiber Optic,Credit Card,8,,80.7,0
CUST-04031,39,546.66,21608.58,One Year,No,Mailed Check,10,45.0,65.6,1
CUST-04032,38,1193.14,45364.16,Month-to-Month,DSL,Mailed Check,3,43.0,14.2,1
CUST-04033,19,934.17,17778.98,One Year,Fiber Optic,Bank Transfer,10,43.0,77.0,1
CUST-04034,20,345.6,7275.64,Two Year,DSL,Credit Card,10,23.0,10.5,0
CUST-04035,31,703.82,21871.2,Month-to-Month,Fiber Optic,Electronic Check,4,35.0,73.0,0
CUST-04036,2,454.47,1029.86,Month-to-Month,DSL,Bank Transfer,8,0.0,193.6,0
CUST-04037,50,410.65,20781.92,Month-to-Month,DSL,Electronic Check,10,30.0,111.2,1
CUST-04038,44,828.36,36529.92,Two Year,DSL,Credit Card,9,6.0,41.8,0
CUST-04039,22,755.09,17006.9,Month-to-Month,DSL,Mailed Check,4,46.0,59.8,0
CUST-04040,27,968.58,26555.35,Month-to-Month,DSL,Credit Card,7,48.0,114.2,1
CUST-04041,23,1103.08,25791.91,Two Year,Fiber Optic,Electronic Check,6,7.0,3.9,1
CUST-04042,47,522.01,24559.25,Month-to-Month,DSL,Electronic Check,4,27.0,179.9,0
CUST-04043,55,1130.69,62401.89,Month-to-Month,DSL,Credit Card,7,30.0,115.6,1
CUST-04044,7,766.19,5786.79,Two Year,DSL,Mailed Check,10,39.0,98.5,1
CUST-04045,30,532.95,16170.11,Two Year,DSL,Electronic Check,0,24.0,143.2,0
CUST-04046,1,1061.21,1409.12,Month-to-Month,DSL,Credit Card,9,45.0,40.1,1
CUST-04047,33,331.98,11249.96,Month-to-Month,No,Mailed Check,4,17.0,4.3,0
CUST-04048,18,803.56,14637.68,Month-to-Month,Fiber Optic,Credit Card,9,16.0,123.0,1
CUST-04049,24,949.46,22925.24,Month-to-Month,DSL,Mailed Check,1,37.0,32.0,1
CUST-04050,33,551.98,,Month-to-Month,Fiber Optic,Credit Card,9,27.0,2.4,1
CUST-04051,23,1077.14,,Month-to-Month,DSL,Bank Transfer,4,4.0,185.8,0
CUST-04052,28,516.26,14885.34,One Year,Fiber Optic,Mailed Check,10,33.0,157.7,1
CUST-04053,55,1055.89,58362.17,One Year,No,Mailed Check,4,14.0,22.8,0
CUST-04054,59,370.69,21926.46,Two Year,DSL,Mailed Check,8,42.0,179.3,0
CUST-04055,0,443.93,351.76,One Year,DSL,Bank Transfer,6,42.0,13.5,0
CUST-04056,27,642.89,17573.59,Month-to-Month,Fiber Optic,Bank Transfer,2,21.0,160.6,0
CUST-04057,61,1068.65,65289.69,Month-to-Month,DSL,Electronic Check,2,43.0,82.9,0
CUST-04058,38,430.13,16825.47,Month-to-Month,DSL,Mailed Check,5,48.0,103.6,0
CUST-04059,14,1087.89,15590.28,Month-to-Month,Fiber Optic,Mailed Check,5,,133.7,1
CUST-04060,43,506.76,22087.18,Month-to-Month,Fiber Optic,Credit Card,6,30.0,19.8,0
CUST-04061,10,707.26,7497.03,One Year,DSL,Mailed Check,8,47.0,181.6,0
CUST-04062,1,617.46,889.39,Month-to-Month,Fiber Optic,Bank Transfer,8,44.0,28.7,1
CUST-04063,46,406.31,,Month-to-Month,DSL,Electronic Check,0,24.0,188.3,0
CUST-04064,37,1149.88,42640.28,Month-to-Month,DSL,Mailed Check,5,4.0,18.3,1
CUST-04065,55,694.36,38266.5,Two Year,Fiber Optic,Mailed Check,1,30.0,34.4,0
CUST-04066,25,921.3,23248.48,One Year,Fiber Optic,Mailed Check,5,23.0,11.5,1
CUST-04067,62,817.74,,Month-to-Month,Fiber Optic,Credit Card,5,18.0,79.6,0
CUST-04068,30,751.54,22912.86,Month-to-Month,Fiber Optic,Credit Card,10,9.0,118.2,1
CUST-04069,53,854.92,45531.8,Two Year,Fiber Optic,Mailed Check,4,36.0,125.0,0
CUST-04070,7,1108.51,8056.15,Month-to-Month,No,Bank Transfer,4,46.0,165.7,0
CUST-04071,7,929.38,6921.92,One Year,Fiber Optic,Credit Card,5,30.0,105.7,1
CUST-04072,57,779.23,44912.78,One Year,Fiber Optic,Electronic Check,1,11.0,102.0,0
CUST-04073,60,880.67,53001.46,One Year,Fiber Optic,Mailed Check,0,0.0,,0
CUST-04074,68,845.75,57961.98,Month-to-Month,DSL,Bank Transfer,7,36.0,130.2,0
CUST-04075,23,689.81,16268.66,Two Year,Fiber Optic,Electronic Check,3,8.0,181.7,0
CUST-04076,1,862.29,896.29,Month-to-Month,DSL,Mailed Check,3,3.0,71.1,1
CUST-04077,71,699.21,49810.99,Month-to-Month,Fiber Optic,Electronic Check,10,10.0,71.3,0
CUST-04078,43,981.85,42329.07,Month-to-Month,Fiber Optic,Mailed Check,2,10.0,68.7,1
CUST-04079,18,1172.02,21428.55,Month-to-Month,Fiber Optic,Electronic Check,9,17.0,45.5,1
CUST-04080,55,1163.88,64291.05,Month-to-Month,DSL,Bank Transfer,6,16.0,113.3,1
CUST-04081,65,1038.66,67760.33,One Year,Fiber Optic,Credit Card,2,10.0,21.1,0
CUST-04082,20,841.58,17213.38,Two Year,Fiber Optic,Mailed Check,10,39.0,167.0,1
CUST-04083,56,974.4,54733.05,Month-to-Month,No,Electronic Check,6,42.0,27.6,0
CUST-04084,57,460.24,26425.06,One Year,Fiber Optic,Mailed Check,3,12.0,34.8,0
CUST-04085,36,731.12,26753.14,Two Year,DSL,Electronic Check,4,18.0,13.7,0
CUST-04086,46,531.57,24938.32,Month-to-Month,DSL,Mailed Check,4,41.0,76.3,0
CUST-04087,19,303.15,6148.03,One Year,Fiber Optic,Bank Transfer,9,48.0,151.5,0
CUST-04088,67,1170.06,78502.56,Two Year,DSL,Mailed Check,5,40.0,182.0,0
CUST-04089,71,1077.46,76555.99,One Year,No,Bank Transfer,0,28.0,86.9,0
CUST-04090,71,762.33,54230.03,Month-to-Month,Fiber Optic,Bank Transfer,7,50.0,47.0,0
CUST-04091,53,528.74,28234.6,Two Year,Fiber Optic,Electronic Check,8,37.0,145.1,0
CUST-04092,3,923.68,2889.39,One Year,DSL,Bank Transfer,4,34.0,137.6,0
CUST-04093,26,691.32,18424.84,Month-to-Month,DSL,Bank Transfer,10,1.0,136.3,1
CUST-04094,32,1023.01,33071.68,Month-to-Month,Fiber Optic,Electronic Check,4,32.0,88.7,1
CUST-04095,70,1199.57,84178.26,Month-to-Month,Fiber Optic,Mailed Check,2,14.0,,0
CUST-04096,39,614.17,24089.54,Month-to-Month,DSL,Mailed Check,7,30.0,12.4,0
CUST-04097,39,519.96,20468.77,Month-to-Month,Fiber Optic,Mailed Check,1,29.0,50.0,0
CUST-04098,10,540.64,5644.43,Month-to-Month,Fiber Optic,Credit Card,10,5.0,185.4,1
CUST-04099,57,384.01,22245.48,One Year,Fiber Optic,Bank Transfer,7,23.0,8.4,0
CUST-04100,24,654.64,15756.03,One Year,No,Credit Card,3,26.0,60.3,0
CUST-04101,6,315.68,2318.5,Month-to-Month,DSL,Bank Transfer,0,2.0,45.3,0
CUST-04102,72,402.96,29076.9,Month-to-Month,DSL,Electronic Check,6,43.0,26.0,0
CUST-04103,13,544.53,7210.12,Month-to-Month,No,Bank Transfer,6,47.0,184.9,0
CUST-04104,1,443.88,940.67,Month-to-Month,DSL,Electronic Check,8,1.0,25.2,1
CUST-04105,5,958.94,4889.8,One Year,Fiber Optic,Mailed Check,3,6.0,97.9,1
CUST-04106,33,395.04,13086.89,Month-to-Month,Fiber Optic,Credit Card,2,6.0,167.9,1
CUST-04107,7,1079.39,7874.93,Two Year,Fiber Optic,Credit Card,4,22.0,0.8,1
CUST-04108,61,499.0,30635.56,Month-to-Month,No,Electronic Check,9,30.0,21.7,0
CUST-04109,37,397.73,14761.93,Month-to-Month,Fiber Optic,Credit Card,9,12.0,68.4,1
CUST-04110,23,309.1,7111.17,Two Year,Fiber Optic,Credit Card,3,43.0,29.5,0
CUST-04111,0,943.68,39.58,Month-to-Month,DSL,Credit Card,0,15.0,36.5,1
CUST-04112,35,530.96,18844.97,Month-to-Month,DSL,Credit Card,1,15.0,118.2,0
CUST-04113,11,758.55,8459.5,Month-to-Month,Fiber Optic,Electronic Check,5,29.0,34.1,1
CUST-04114,71,400.45,28820.73,One Year,DSL,Electronic Check,0,44.0,127.8,0
CUST-04115,21,1186.77,25350.92,Month-to-Month,Fiber Optic,Bank Transfer,7,12.0,183.1,1
CUST-04116,34,412.85,14109.32,One Year,DSL,Electronic Check,0,17.0,45.9,0
CUST-04117,1,670.73,839.24,One Year,DSL,Mailed Check,4,17.0,42.5,0
CUST-04118,9,1066.48,,Two Year,Fiber Optic,Credit Card,8,23.0,2.3,1
CUST-04119,15,520.4,7949.35,One Year,Fiber Optic,Credit Card,5,21.0,2.9,0
CUST-04120,3,540.27,1740.41,One Year,DSL,Mailed Check,7,48.0,,0
CUST-04121,52,1027.65,53831.23,One Year,Fiber Optic,Bank Transfer,3,7.0,97.8,0
CUST-04122,69,546.01,37847.43,Month-to-Month,DSL,Bank Transfer,8,,36.6,0
CUST-04123,71,302.58,21730.96,One Year,DSL,Mailed Check,4,12.0,64.6,0
CUST-04124,19,685.12,13354.23,One Year,No,Electronic Check,8,30.0,28.1,1
CUST-04125,57,311.28,18154.09,Month-to-Month,No,Mailed Check,10,39.0,136.2,0
CUST-04126,36,1118.81,40427.76,One Year,Fiber Optic,Bank Transfer,4,47.0,78.6,0
CUST-04127,3,877.63,2737.5,Month-to-Month,Fiber Optic,Credit Card,2,22.0,146.9,1
CUST-04128,6,824.71,5437.49,Month-to-Month,No,Credit Card,10,13.0,110.1,1
CUST-04129,39,481.43,18935.84,Month-to-Month,Fiber Optic,Electronic Check,7,49.0,75.5,1
CUST-04130,30,929.95,28234.03,Month-to-Month,DSL,Bank Transfer,9,4.0,125.3,1
CUST-04131,0,909.53,338.92,Month-to-Month,DSL,Bank Transfer,4,6.0,1.4,1
CUST-04132,67,354.42,24003.15,Month-to-Month,DSL,Electronic Check,3,48.0,138.1,0
CUST-04133,53,1092.76,58030.5,Month-to-Month,Fiber Optic,Credit Card,1,45.0,74.2,0
CUST-04134,36,821.47,29643.65,Month-to-Month,Fiber Optic,Bank Transfer,8,28.0,102.7,1
CUST-04135,72,1013.22,73195.35,One Year,DSL,Bank Transfer,9,16.0,104.7,0
CUST-04136,70,536.62,37818.86,Month-to-Month,DSL,Bank Transfer,9,49.0,111.7,0
CUST-04137,71,409.84,29485.32,Two Year,DSL,Mailed Check,3,48.0,140.5,0
CUST-04138,18,932.2,17134.52,One Year,Fiber Optic,Electronic Check,5,44.0,22.1,1
CUST-04139,64,1014.49,65383.38,Month-to-Month,No,Mailed Check,5,39.0,97.8,0
CUST-04140,36,647.43,23792.91,Month-to-Month,Fiber Optic,Credit Card,1,30.0,16.6,0
CUST-04141,53,321.32,17393.89,Month-to-Month,Fiber Optic,Bank Transfer,0,18.0,46.8,0
CUST-04142,62,1036.43,64296.92,Month-to-Month,DSL,Bank Transfer,3,24.0,37.9,0
CUST-04143,11,485.48,5542.84,Month-to-Month,Fiber Optic,Electronic Check,5,27.0,119.7,1
CUST-04144,32,605.13,19668.56,One Year,Fiber Optic,Electronic Check,10,24.0,121.2,0
CUST-04145,9,865.41,8083.79,One Year,DSL,Bank Transfer,9,43.0,166.2,1
CUST-04146,20,389.96,7889.92,Month-to-Month,Fiber Optic,Credit Card,7,8.0,104.4,0
CUST-04147,30,364.8,11235.47,One Year,Fiber Optic,Mailed Check,10,4.0,148.9,0
CUST-04148,62,323.13,20208.9,Month-to-Month,DSL,Mailed Check,8,23.0,177.8,0
CUST-04149,62,1124.98,69918.22,One Year,Fiber Optic,Credit Card,5,10.0,26.7,0
CUST-04150,28,580.24,16663.72,Two Year,No,Electronic Check,10,41.0,144.2,0
CUST-04151,24,894.59,21681.13,Month-to-Month,Fiber Optic,Bank Transfer,10,43.0,,1
CUST-04152,38,1190.31,45495.48,One Year,Fiber Optic,Electronic Check,2,50.0,55.6,0
CUST-04153,66,902.51,59847.1,One Year,DSL,Mailed Check,3,19.0,192.6,0
CUST-04154,71,772.59,55135.39,Month-to-Month,Fiber Optic,Mailed Check,10,48.0,41.3,1
CUST-04155,16,768.83,12407.84,Month-to-Month,DSL,Bank Transfer,0,5.0,182.9,1
CUST-04156,13,639.23,8609.72,One Year,DSL,Mailed Check,5,49.0,164.7,0
CUST-04157,51,839.8,42997.11,Month-to-Month,DSL,Mailed Check,4,12.0,175.7,0
CUST-04158,22,1162.91,25911.53,Month-to-Month,Fiber Optic,Mailed Check,8,0.0,117.2,1
CUST-04159,14,1009.24,,One Year,Fiber Optic,Electronic Check,10,42.0,116.9,1
CUST-04160,2,681.8,1860.66,Month-to-Month,Fiber Optic,Credit Card,3,26.0,80.5,0
CUST-04161,29,599.2,17762.82,Month-to-Month,Fiber Optic,Bank Transfer,2,21.0,80.2,1
CUST-04162,28,1095.18,30873.67,Two Year,No,Bank Transfer,3,10.0,170.1,1
CUST-04163,41,422.21,17461.29,Month-to-Month,Fiber Optic,Bank Transfer,7,21.0,77.6,0
CUST-04164,14,1064.63,15098.72,Month-to-Month,Fiber Optic,Electronic Check,3,31.0,97.3,1
CUST-04165,52,529.57,27898.24,One Year,DSL,Bank Transfer,7,7.0,199.3,0
CUST-04166,49,944.07,46587.13,Month-to-Month,DSL,Bank Transfer,3,48.0,70.9,1
CUST-04167,33,1025.6,34195.85,One Year,Fiber Optic,Mailed Check,8,36.0,164.5,1
CUST-04168,13,729.3,9925.4,One Year,Fiber Optic,Bank Transfer,0,44.0,55.4,1
CUST-04169,37,473.06,,Month-to-Month,DSL,Mailed Check,3,2.0,5.0,0
CUST-04170,49,1060.29,52288.97,Month-to-Month,Fiber Optic,Bank Transfer,3,44.0,118.7,0
CUST-04171,27,630.76,17251.27,Two Year,DSL,Mailed Check,6,44.0,95.9,0
CUST-04172,19,588.61,11502.64,Two Year,Fiber Optic,Credit Card,7,18.0,157.3,1
CUST-04173,36,759.01,27561.77,Month-to-Month,DSL,Electronic Check,7,29.0,0.8,1
CUST-04174,25,691.58,17677.83,Month-to-Month,DSL,Mailed Check,9,25.0,14.1,1
CUST-04175,29,914.75,,Month-to-Month,DSL,Bank Transfer,8,42.0,171.9,1
CUST-04176,25,423.48,10694.86,Two Year,No,Electronic Check,0,14.0,96.2,0
CUST-04177,22,692.12,15374.86,One Year,Fiber Optic,Bank Transfer,7,46.0,101.3,1
CUST-04178,52,1102.53,57804.26,Month-to-Month,DSL,Electronic Check,0,28.0,45.0,0
CUST-04179,33,332.46,11224.7,Two Year,DSL,Bank Transfer,4,0.0,185.2,0
CUST-04180,34,711.6,24376.58,Month-to-Month,Fiber Optic,Mailed Check,6,15.0,182.9,1
CUST-04181,47,894.48,42242.72,Month-to-Month,DSL,Electronic Check,3,7.0,103.3,1
CUST-04182,26,1098.94,28798.35,One Year,Fiber Optic,Mailed Check,7,,43.6,1
CUST-04183,7,834.41,6274.79,Month-to-Month,Fiber Optic,Mailed Check,8,20.0,196.6,1
CUST-04184,62,1042.04,65087.65,One Year,No,Electronic Check,6,23.0,178.5,0
CUST-04185,4,500.42,2423.76,Month-to-Month,DSL,Bank Transfer,5,17.0,104.3,1
CUST-04186,41,617.53,25739.56,One Year,No,Bank Transfer,10,35.0,125.3,0
CUST-04187,19,1147.92,21909.99,Two Year,Fiber Optic,Bank Transfer,7,50.0,87.9,1
CUST-04188,15,1097.38,16595.04,Month-to-Month,Fiber Optic,Credit Card,2,44.0,41.2,0
CUST-04189,3,802.16,2704.5,Month-to-Month,No,Bank Transfer,7,50.0,136.3,1
CUST-04190,65,727.94,47644.17,One Year,Fiber Optic,Credit Card,5,15.0,133.8,0
CUST-04191,31,705.96,21986.11,Month-to-Month,DSL,Bank Transfer,0,33.0,109.5,0
CUST-04192,25,352.91,9195.89,One Year,Fiber Optic,Bank Transfer,10,31.0,162.9,0
CUST-04193,54,1103.14,59669.54,One Year,Fiber Optic,Credit Card,8,15.0,90.4,0
CUST-04194,2,1036.33,2204.17,Month-to-Month,No,Bank Transfer,6,43.0,172.2,1
CUST-04195,41,710.63,29289.23,Two Year,Fiber Optic,Bank Transfer,7,46.0,43.4,0
CUST-04196,36,551.5,20277.0,Month-to-Month,Fiber Optic,Bank Transfer,6,48.0,192.4,0
CUST-04197,40,608.63,24711.24,Month-to-Month,DSL,Credit Card,3,50.0,41.0,0
CUST-04198,9,410.84,3962.9,Month-to-Month,DSL,Mailed Check,10,8.0,32.0,1
CUST-04199,69,949.61,65932.96,One Year,Fiber Optic,Electronic Check,6,7.0,120.7,0
CUST-04200,17,801.0,14023.46,Two Year,Fiber Optic,Mailed Check,3,,18.6,0
CUST-04201,49,510.69,25218.73,Month-to-Month,DSL,Electronic Check,7,37.0,33.6,1
CUST-04202,54,860.71,46869.06,Month-to-Month,Fiber Optic,Mailed Check,1,22.0,145.8,0
CUST-04203,25,1181.31,29635.87,Month-to-Month,Fiber Optic,Credit Card,3,8.0,61.6,1
CUST-04204,9,410.16,3943.05,One Year,Fiber Optic,Electronic Check,1,14.0,160.0,0
CUST-04205,21,712.64,15024.56,Month-to-Month,DSL,Credit Card,0,6.0,31.1,0
CUST-04206,58,744.74,43408.32,Month-to-Month,DSL,Bank Transfer,9,8.0,77.1,1
CUST-04207,66,450.12,29968.1,Month-to-Month,Fiber Optic,Mailed Check,4,9.0,77.3,0
CUST-04208,68,778.42,52972.52,Month-to-Month,No,Mailed Check,9,29.0,96.1,0
CUST-04209,16,845.38,13757.39,One Year,DSL,Credit Card,7,26.0,82.1,1
CUST-04210,44,441.61,19756.68,Month-to-Month,Fiber Optic,Electronic Check,2,17.0,77.4,0
CUST-04211,11,439.25,5138.79,Month-to-Month,Fiber Optic,Bank Transfer,2,27.0,65.7,1
CUST-04212,51,1070.71,54633.39,Month-to-Month,Fiber Optic,Mailed Check,5,34.0,3.0,1
CUST-04213,30,580.25,17455.17,Month-to-Month,Fiber Optic,Bank Transfer,1,4.0,123.3,0
CUST-04214,52,867.3,45275.28,Month-to-Month,DSL,Credit Card,6,14.0,94.7,1
CUST-04215,50,864.1,43626.34,Month-to-Month,Fiber Optic,Credit Card,5,10.0,74.7,1
CUST-04216,72,1055.25,76412.88,Month-to-Month,Fiber Optic,Mailed Check,1,0.0,42.3,0
CUST-04217,35,965.91,33961.66,Month-to-Month,DSL,Bank Transfer,5,5.0,178.3,1
CUST-04218,24,1056.52,25715.93,Month-to-Month,Fiber Optic,Mailed Check,9,39.0,47.6,1
CUST-04219,38,862.69,33070.92,One Year,Fiber Optic,Bank Transfer,9,,184.2,1
CUST-04220,11,704.51,8241.32,Month-to-Month,Fiber Optic,Electronic Check,4,8.0,43.5,1
CUST-04221,8,654.21,,Month-to-Month,No,Credit Card,0,39.0,194.3,0
CUST-04222,37,641.13,23995.75,One Year,Fiber Optic,Electronic Check,9,12.0,84.0,0
CUST-04223,60,676.55,40889.27,Month-to-Month,DSL,Electronic Check,6,7.0,106.5,0
CUST-04224,38,416.38,15976.27,Month-to-Month,No,Credit Card,8,12.0,59.8,1
CUST-04225,57,681.56,38872.4,One Year,DSL,Mailed Check,0,46.0,187.8,0
CUST-04226,12,650.5,7832.05,Month-to-Month,DSL,Electronic Check,3,17.0,56.5,1
CUST-04227,32,331.11,10822.33,Two Year,Fiber Optic,Bank Transfer,3,37.0,146.0,0
CUST-04228,44,547.62,24441.52,Month-to-Month,No,Mailed Check,7,24.0,4.1,0
CUST-04229,25,976.72,24768.09,Two Year,Fiber Optic,Credit Card,7,22.0,111.7,0
CUST-04230,1,820.15,910.63,One Year,Fiber Optic,Credit Card,8,41.0,148.3,0
CUST-04231,5,1025.55,5556.74,Month-to-Month,Fiber Optic,Bank Transfer,4,50.0,94.2,1
CUST-04232,67,788.42,53012.72,Month-to-Month,Fiber Optic,Mailed Check,3,33.0,128.7,1
CUST-04233,44,1068.68,47504.1,One Year,No,Mailed Check,2,43.0,153.6,0
CUST-04234,19,1016.46,,Month-to-Month,DSL,Bank Transfer,2,7.0,100.0,1
CUST-04235,18,388.46,7410.51,Month-to-Month,No,Credit Card,1,45.0,43.6,0
CUST-04236,2,1179.31,2812.79,Two Year,Fiber Optic,Bank Transfer,9,9.0,79.4,0
CUST-04237,68,313.27,21713.7,One Year,DSL,Electronic Check,7,9.0,146.2,0
CUST-04238,7,837.15,6264.47,Two Year,DSL,Electronic Check,7,43.0,54.2,0
CUST-04239,55,1013.26,55909.96,One Year,DSL,Bank Transfer,9,24.0,126.4,0
CUST-04240,17,598.7,10534.57,One Year,No,Mailed Check,8,12.0,29.7,1
CUST-04241,24,838.71,20418.71,One Year,Fiber Optic,Mailed Check,3,1.0,186.1,0
CUST-04242,19,625.91,12104.53,One Year,Fiber Optic,Mailed Check,3,11.0,120.6,0
CUST-04243,60,354.55,,Two Year,DSL,Bank Transfer,1,42.0,93.7,0
CUST-04244,2,307.62,760.47,One Year,Fiber Optic,Electronic Check,7,0.0,162.3,1
CUST-04245,25,385.38,9841.07,Month-to-Month,Fiber Optic,Electronic Check,9,46.0,159.4,1
CUST-04246,20,388.57,8222.83,One Year,No,Electronic Check,7,39.0,19.5,1
